"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"RASSF8-AS1",283.702473626298,0.338462460161692,0.20130700245386,0,1,1
"H2AJ",4490.85146132981,-0.0469968383070599,0.195607172838603,0,1,1
"MGC16275",81.5631193340671,0.229811509061135,0.212240700741571,0,1,1
"RGMB-AS1",39.2013687385414,-0.427656445190216,0.277855936447199,0,1,1
"AC044802.1",13.2576415283267,-0.615980166522421,0.218602023577819,0,1,1
"AP000977.1",4.74966804877107,-0.483226561282281,0.280845593478466,0,1,1
"AC106038.1",10.9022431293267,-0.174999880558879,0.261621253426985,0,1,1
"STARD4-AS1",341.261048931338,-0.157907904078783,0.27451953844081,0,1,1
"DNM1P35",43.472791102723,0.883239162728022,0.185578522734269,0,1,1
"AP000487.1",24.2667410389527,0.0167632473999906,0.142012069221789,0,1,1
"LINC00920",195.325781821304,0.11804698333124,0.25964422280745,0,1,1
"UBAP1L",382.701549495605,-0.0083676266221093,0.132630714998664,0,1,1
"Z84485.1",85.2043102817459,-0.148852882804505,0.138305217012723,0,1,1
"SOCS2-AS1",319.056176741617,0.248692672701017,0.234193192473616,0,1,1
"PGAM5",2340.67180092793,-0.355502398582841,0.138822075174952,0,1,1
"BAALC-AS1",229.749916996538,0.148904079484727,0.130637465870245,0,1,1
"SNHG10",537.549405805808,0.0515753110776346,0.132908524480332,0,1,1
"MIR210HG",199.938804813921,0.44928949784499,0.218549375607301,0,1,1
"AC009126.1",199.944851676677,0.282646270343952,0.125501537343236,0,1,1
"AC090204.1",172.882447618748,0.53793115528982,0.25066463393589,0,1,1
"AP000873.2",86.2648836904615,-0.053416580786573,0.122780712716529,0,1,1
"CSTF3-DT",25.5271258657495,-0.0737160137018792,0.22557802586953,0,1,1
"LINC01252",44.0277390158578,-0.0730664333876474,0.207711121675735,0,1,1
"AC104078.1",27.2041544650175,0.176536685778781,0.309884358329539,0,1,1
"AC011346.1",46.5943157845575,-0.550546051677223,0.192194176180125,0,1,1
"UBL7-AS1",156.43180542277,-0.113966491536672,0.118659594259371,0,1,1
"ZBED5-AS1",621.04353962163,0.478251107864851,0.129405317685021,0,1,1
"AL359220.1",209.695623466748,-0.21388909771758,0.138348215267507,0,1,1
"ZCCHC3",2715.56845924493,-0.149358938750787,0.0791711523179282,0,1,1
"AC010547.1",5.37017782134068,0.492086166020823,0.199241291832501,0,1,1
"AC090061.1",49.6802936415133,0.229751256318086,0.128151632211002,0,1,1
"TMED2-DT",212.748507236949,0.0197635774490016,0.0846552892397718,0,1,1
"DNAJC3-DT",229.488777448503,-0.0127221242562765,0.119530727006829,0,1,1
"AC099487.1",12.4133088255087,-1.38252074104736,0.366312383568042,-1.04424736428903,0.296370958448942,1
"GPRC5D-AS1",221.630073680238,-0.173757369592441,0.164481657678873,0,1,1
"MIR4458HG",619.640964817713,0.312071145520377,0.221510166031188,0,1,1
"OIP5-AS1",6330.9764728574,-0.0873273277550847,0.0686968781523905,0,1,1
"CKMT2-AS1",527.448291279063,0.37434519257184,0.1018153701693,0,1,1
"SPTY2D1OS",53.0442560785185,0.2598720903042,0.130351663678855,0,1,1
"TWF2",2938.61674562834,0.0763717314170629,0.170429033483024,0,1,1
"MARS2",283.917765913061,-0.0557821422960397,0.188181465740362,0,1,1
"MTND4P12",880.839082990077,0.467758197918179,0.415632104110594,0,1,1
"LRP4-AS1",18.4740015448626,-0.463817704902746,0.232586479388154,0,1,1
"AC139795.2",220.01430367857,0.403008483198732,0.1741969468731,0,1,1
"STX18-AS1",292.344219146298,0.311842168290842,0.0751259966050671,0,1,1
"AC091057.2",7.69755569764919,-0.35200062346838,0.176389862040992,0,1,1
"AC120114.1",19.2459249130542,0.218440257887506,0.203344242635324,0,1,1
"USP51",601.288592567973,0.248377539853096,0.174550705896073,0,1,1
"PCED1B-AS1",1288.05572606983,0.876334843926986,0.242933789346779,0,1,1
"AC008966.1",239.125240182592,0.602726238651123,0.113295245874275,0,1,1
"NR2F2-AS1",28.7512916100973,-0.694861366859214,0.331757596369413,0,1,1
"TMEM161B-AS1",1090.02370815722,0.499859903559463,0.121546900970086,0,1,1
"AC006064.2",9.63191212611201,0.379364539454175,0.183941623003911,0,1,1
"AC024896.1",52.4932664886312,-0.641378168249199,0.327390882664838,0,1,1
"AC022364.1",77.3149325725349,-0.188233901543976,0.155795347171399,0,1,1
"SEC24B-AS1",125.021203975009,0.0794368035426274,0.0845073791302469,0,1,1
"AL160313.1",10.8562355028852,-0.0491636900056112,0.235715859889166,0,1,1
"LINC00926",396.249437004371,-0.185609853895845,0.249031448800414,0,1,1
"NRAV",308.660632479566,-0.221992787874197,0.123753579423121,0,1,1
"AC005329.1",17.6102764160566,0.0106718297453028,0.26436914422472,0,1,1
"FAM13A-AS1",241.37005122704,0.0618692599389302,0.171100202272605,0,1,1
"ARHGAP42-AS1",23.9135631077088,0.155654195569349,0.223001016626216,0,1,1
"UBA6-AS1",549.323833699752,-0.0499245028973174,0.0847309026506916,0,1,1
"AC079061.1",17.278772423903,1.62538795141412,0.45962156247419,1.36065842526533,0.173621658770347,1
"DPH6-DT",37.8428698581505,1.09785318110421,0.244422875987063,0.400343792327311,0.688903317297118,1
"NNT-AS1",662.076117017296,0.171809441862158,0.0756901260387967,0,1,1
"BCKDHA",10.9329298173434,-0.00395082690129898,0.137290007101206,0,1,1
"INSL3",24.9019901203183,0.315583290051036,0.247247228205902,0,1,1
"AC023154.1",6.12802029943717,0.266411189240482,0.271018430135905,0,1,1
"RRN3P1",663.619296530585,-0.0127631318211546,0.142187175185086,0,1,1
"AC091849.1",8.41397483926416,0.130378716906234,0.183734715162137,0,1,1
"HSPA8P11",4.51274917202106,0.248391510762164,0.202249783509645,0,1,1
"AC098487.1",151.128157171691,0.778591706619987,0.192737163746649,0,1,1
"AC110760.1",4.921400665613,-1.27128769022,0.514115031690219,-0.527678969681374,0.597722172140814,1
"AC078850.1",2.32808201780734,-0.356464664356128,0.659589977630578,0,1,1
"CICP16",7.84595052699131,-0.535811152197662,0.43106207515061,0,1,1
"AC114956.1",11.0653462346984,0.812896965824715,0.187991574948308,0,1,1
"LINC02014",11.582744761384,-0.0940134534801018,0.255063417539878,0,1,1
"OCIAD1-AS1",10.9360080834278,0.0378943787646352,0.196800047201899,0,1,1
"FLJ12825",13.0192160405314,0.37047004053134,0.244490480594421,0,1,1
"AC010275.1",51.6211607585411,-2.10442970552892,0.540959799026536,-2.04161142383658,0.0411900912187876,1
"TRIM52-AS1",1244.56193056034,0.0683380082175758,0.215543459889772,0,1,1
"SUMO2P17",32.382657457521,0.456836841458317,0.161393229813774,0,1,1
"TNXA",104.964928280647,1.34735093239843,0.35635661870978,0.974728443815748,0.329694979829841,1
"MEF2C-AS1",26.5154435592639,0.291698495040241,0.207224198424052,0,1,1
"LUCAT1",14.7075837748703,-0.594503816404678,0.308042860682429,0,1,1
"APELA",132.011777696484,-0.71972385750277,0.67141143210224,0,1,1
"CDK11B",2274.34775342338,-0.0247942573232307,0.0751711375003384,0,1,1
"WHAMMP2",145.44080232493,0.400015761166925,0.15653055920571,0,1,1
"AC120036.1",13.841817733087,-1.61643084662235,0.526814741116881,-1.17010933542877,0.241956972118331,1
"AC243972.1",13.4106444718341,0.0746544337823715,0.405498534440621,0,1,1
"AC010280.1",5.91960096750678,1.96720704706387,0.663775116338187,1.45713062038181,0.145080327429011,1
"LINC00504",35.1963163684311,-0.0160857237837398,0.369700384057137,0,1,1
"AC008610.1",142.29306998273,0.243211878708477,0.239597233552982,0,1,1
"PCDHAC1",10.751773812681,-0.262840276690217,0.612182427283333,0,1,1
"AL645924.1",3.60554384639848,0.704120144044679,0.401160465894215,0,1,1
"AP000344.2",8.08421126597723,-0.0101484935449752,0.382064904807148,0,1,1
"FAM198B-AS1",28.7347287415945,-0.278673565808814,0.289209795752098,0,1,1
"LINC01197",28.8039776478111,-0.422593492959414,0.229423511263755,0,1,1
"SEMA6A-AS1",41.9988944296058,-0.0202982245267172,0.125316678639809,0,1,1
"PCDHGB8P",25.1683951890592,-1.34106480543908,0.364831992045894,-0.934854434027185,0.349863322341574,1
"LINC02217",1.66468460047908,-0.34048977326133,0.477307904117294,0,1,1
"AC107027.1",5.48118675170957,0.442196041368986,0.210879315397735,0,1,1
"LINC01962",96.3484145258631,1.05740201014778,0.229976017842939,0.249599983016397,0.802896711721933,1
"BACH1-IT1",7.98383173908288,-0.241551346100752,0.173759648918977,0,1,1
"ABHD14A",656.891982565702,0.310857169107806,0.218558037632213,0,1,1
"LINC02062",96.6893709176732,0.267839437988461,0.135109009229509,0,1,1
"ASNSP1",10.9161290645277,-2.04111788691455,0.662009739049683,-1.57266249346887,0.115796988877907,1
"AL356235.1",18.9351409073181,-0.075142211180184,0.104042936835614,0,1,1
"SRP14-AS1",512.966044144401,0.280294363409458,0.0866278627450425,0,1,1
"AC024230.1",33.3933842896261,-1.55427953781716,0.732170688033369,-0.7570359574295,0.449028320419629,1
"MTATP6P1",9506.80935118131,0.737162013265243,0.196621166929536,0,1,1
"AC022784.1",23.0462105133493,1.362662677928,0.32995046257534,1.09914280797589,0.271705780279853,1
"AC010931.1",7.99460798897246,-0.965821632267449,0.372026651147159,0,1,1
"AC008676.1",5.35421225560963,0.143559812070483,0.256286928139477,0,1,1
"OTX2-AS1",1.21422439728577,0.0102376771344988,0.61984956564427,0,1,1
"C5orf34-AS1",11.0326621064115,0.704211314197986,0.169073028784557,0,1,1
"LINC01339",4.61644922539659,-1.45703398968985,0.569485446828813,-0.802538488445748,0.4222415338147,1
"AC024558.1",7.52619233665653,-0.052671858860232,0.224701570331918,0,1,1
"AC109454.2",17.6071822522136,-0.0262324304592107,0.117498875546043,0,1,1
"AC008620.2",251.610663878918,1.01483135749113,0.446622145117786,0.0332078416918245,0.973508844806996,1
"KRT8P48",8.73174121081823,0.313034162506899,0.34875995656258,0,1,1
"AC026410.3",32.2212313854115,0.462022623185041,0.146975627666978,0,1,1
"NPM1P21",5.60039018010763,-0.249448463982654,0.250054818729957,0,1,1
"GDNF-AS1",61.0408131419255,0.687298703758224,0.461089689197394,0,1,1
"STIMATE-MUSTN1",26.373891134127,0.113784422538345,0.213033173851937,0,1,1
"DSTNP2",230.088362620534,-0.177277397810461,0.101631588559521,0,1,1
"GAPDHP40",9.16185962746109,-0.0313348397712353,0.243418667902032,0,1,1
"AC002070.1",28.685899028022,0.689807471197812,0.264222334897159,0,1,1
"RBM14-RBM4",13.1132600420817,-0.282956541017018,0.197021892861612,0,1,1
"LINC00992",80.5398198611456,0.121011895372861,0.316095329685365,0,1,1
"OXCT1-AS1",102.183468121392,-0.0461262784341554,0.193907408343562,0,1,1
"ALG1L9P",78.0771496700385,0.365763695148945,0.112266473595604,0,1,1
"LINC01331",5.24513627660457,-1.32806223271326,0.430940877641036,-0.761269700171097,0.446495994457744,1
"LINC02102",11.9696263011067,0.315606039220167,0.228259521419223,0,1,1
"HAS2-AS1",16.1291895908817,1.80489852793757,0.437085043073887,1.84151469077268,0.065546169758295,1
"LINC02100",14.2660612607112,-0.439701259871197,0.238277967725762,0,1,1
"CCDC153",83.5481537609576,-0.330901368671349,0.165816737506574,0,1,1
"C4orf54",349.927377101735,0.526934803037211,0.319792290676723,0,1,1
"AC091180.2",15.3378517913203,0.0882066896056538,0.169860098268976,0,1,1
"LINC01948",62.954088948826,1.13639648224159,0.302401969999035,0.451043629914269,0.651958103941631,1
"AC008906.1",21.7388820341021,0.279290807702502,0.286649396234484,0,1,1
"AC037441.1",59.5817269566084,-0.848205550399553,0.355421047950843,0,1,1
"AC097534.1",29.4145546204657,-0.105674374599282,0.191817184528825,0,1,1
"AC092903.2",8.46698503093021,0.271235585396911,0.185479357917175,0,1,1
"AC026436.1",25.97170631129,0.589222547307669,0.219475451441846,0,1,1
"MED15P8",20.2902569608763,-2.35214185103083,0.723885964009328,-1.86789345042945,0.0617769239974086,1
"C8orf34-AS1",53.4498830432371,-0.71592339409133,0.389596702437346,0,1,1
"LINC02432",181.922722348156,-0.407647827682487,0.416411793267173,0,1,1
"FLJ46284",13.6763396635375,-0.58898516161134,0.231477877735471,0,1,1
"USP46-DT",58.1240892221642,-0.401318775376971,0.220928724522673,0,1,1
"AC026782.2",7.2395137066566,0.165100396795714,0.432175628695777,0,1,1
"C5orf17",6.72446127173746,0.332878856342851,0.491373634321388,0,1,1
"AC010280.2",8.58337010572276,0.460777020296465,0.278661854757087,0,1,1
"HHIP-AS1",543.638592932833,-0.157010950908728,0.315194957925234,0,1,1
"AC105001.1",18.3129165249715,0.851182232809322,0.191020980061788,0,1,1
"AC022126.1",10.5199059506241,-0.485250880098939,0.301640766785799,0,1,1
"FMN1",702.238990169302,0.77797370851008,0.224297795121539,0,1,1
"MTND5P11",11.2471684056721,1.20010075801879,0.270390368304276,0.740043956719682,0.459273322767977,1
"AC021087.1",11.7915186614976,0.0526261893373502,0.183727441427238,0,1,1
"AC046134.2",212.428968223445,0.150722954065263,0.120863020153923,0,1,1
"AC027607.1",9.27282336055867,0.0333530389738463,0.208352113207714,0,1,1
"AC011389.1",7.50121570646202,1.85340501402103,0.391983326317243,2.17714621190379,0.0294696600348996,1
"AC012640.1",5.6021143660782,0.127761525683718,0.199186037724886,0,1,1
"KRT8P46",9.50666797715899,-0.275472962452528,0.317294199703644,0,1,1
"AC106799.2",17.8523824891583,-1.65303572120076,0.5262151129247,-1.24100525652179,0.214603807039298,1
"PSME2P3",7.45345821182813,-0.235377642598117,0.251822250334973,0,1,1
"AC097375.1",63.7079997349762,-0.687205827990855,0.465885564384099,0,1,1
"AC124852.1",388.208025557823,-0.664213190399736,0.306073019595668,0,1,1
"AC145098.1",14.0095510829562,0.120208637601222,0.30396062791633,0,1,1
"AC093895.1",67.682753213834,-2.22286314050749,0.596754958643272,-2.04918806755739,0.0404437284239542,1
"AL691482.3",1.75226669557732,-2.06866029488545,0.907262822721157,-1.17789494744226,0.238838489618149,1
"AC097518.1",20.4112702397266,0.0341420258473427,0.45823127844426,0,1,1
"HMGN2P4",14.7617030182388,-0.109184413579221,0.224719646053519,0,1,1
"CLMAT3",6.00898911950708,0.0504753211475593,0.169081643600407,0,1,1
"AC008771.1",17.9895529021545,-0.662825236656469,0.231740975867542,0,1,1
"LINC01033",65.4637027098784,0.791448202578526,0.466990516481193,0,1,1
"C5orf66-AS1",0.81901764258807,-2.00372676512439,1.23298043728213,-0.814065442381974,0.415607461719403,1
"ZNF436-AS1",210.308457471591,0.568782344323518,0.118376392778873,0,1,1
"LINC02362",25.9213613035606,0.0582236046318801,0.291544685807271,0,1,1
"AC140125.2",5.1280499394387,0.808931909544862,0.352036022290564,0,1,1
"HAUS5",1844.05981617641,0.132716584649008,0.0779760268854555,0,1,1
"IRX4-AS1",15.5200415725821,-1.58058763887809,0.63736914886705,-0.910912678955536,0.362341384620661,1
"SUDS3P1",14.2756353427546,-0.346964669751696,0.301495436086972,0,1,1
"PSD2-AS1",11.6202137547362,-0.0545981427241696,0.227708021700261,0,1,1
"AC099522.1",5.1714433707677,-0.207838550453559,0.244108486978921,0,1,1
"PCDHA11",15.0412880195448,1.43239167614674,0.834776165755183,0.517973193156007,0.604476972833437,1
"AC091965.1",7.85306117309424,0.314136086443583,0.27904706164376,0,1,1
"SEMA6A-AS2",21.0101790140296,0.321155616788907,0.231546148193134,0,1,1
"AC079921.1",24.2029957909417,0.737299834911223,0.193552663420327,0,1,1
"LINC02265",12.1144848215442,0.0125462951431251,0.318162056227879,0,1,1
"TMEM150C",1615.4721022998,-0.300846518603363,0.186034791578167,0,1,1
"AC110373.1",4.40778078085831,-0.268189505118017,0.334936975005538,0,1,1
"AC010226.1",61.5704766584416,0.600097040409916,0.152141136767806,0,1,1
"EEF1A1P9",192.62198785483,0.0794315486361995,0.11675686526588,0,1,1
"LINC00939",7.34243156769744,0.0779879450590127,0.380928091965628,0,1,1
"PDLIM1P4",7.50925648465326,-0.00641280317363714,0.256076052817025,0,1,1
"AC091868.2",15.0865829179411,-0.452771785978795,0.342210193478989,0,1,1
"LINC01088",13.4889396935907,0.344825395789348,0.147198703795844,0,1,1
"LINC01016",3.79255103482091,-0.467478666449173,0.333730628847431,0,1,1
"UGDH-AS1",54.4254954572462,-0.18836618149078,0.174585279686343,0,1,1
"NPM1P27",165.593922442645,0.324475914317814,0.156751847674432,0,1,1
"CASC11",9.70647529583808,-0.801829653385102,0.239434755153255,0,1,1
"AC023794.2",15.0392493150758,-0.0390590500707874,0.340857675205762,0,1,1
"CASC9",656.13289437695,-1.9398886493221,0.523520157511667,-1.79532466102062,0.0726019881162554,1
"AK4P2",7.0322379836953,0.203841447793914,0.374574941618247,0,1,1
"AC116049.1",31.7744937334258,-1.18513652094252,0.429165131413622,-0.431387611413595,0.666186556305218,1
"NAIP",41.132213964754,-0.0202059372452179,0.185442014577958,0,1,1
"AC097493.2",42.9697174133137,-0.761034537853552,0.43408730274755,0,1,1
"ZNF286B",102.77623653402,-0.0480912023860291,0.124003622680016,0,1,1
"LINC01091",20.1857782131026,0.176768231984726,0.244719785970274,0,1,1
"RBMXP4",23.6301506359727,0.367756764512342,0.240222008923923,0,1,1
"ZNF324B",269.529521029403,-0.0457550937960454,0.0814446179026716,0,1,1
"AC008467.1",31.7774718617325,0.429742662698035,0.165779137112237,0,1,1
"AC026726.1",8.76924904230216,0.479591369528108,0.287298929442949,0,1,1
"RBBP4P1",18.9348643858369,-0.0929708019553552,0.244659332776474,0,1,1
"AC114956.2",44.8239949078333,0.142957382124449,0.143420144459741,0,1,1
"AC008629.1",23.5164841180461,0.414811639723455,0.123985085221095,0,1,1
"AC006160.1",19.5918409426128,-0.33376913462873,0.145075127314899,0,1,1
"AC008667.1",29.6534828215298,-0.249772847391344,0.183076613483335,0,1,1
"SERBP1P5",12.452807372288,0.225591330752876,0.183106394658355,0,1,1
"AC034231.1",32.382259604775,0.150723392182657,0.146837012865961,0,1,1
"AC226118.1",134.911288231919,-1.21046300714277,0.34911467147898,-0.602847787092893,0.546609953141937,1
"AC139887.2",176.870801247139,0.095001442209767,0.0830548335006304,0,1,1
"AC011405.1",17.4133250527136,0.501654645695999,0.203688631809762,0,1,1
"LINC01187",5.82913043753263,-1.61296590277,0.457506694368533,-1.33979657634526,0.180311489029935,1
"AL589765.4",29.964198546916,0.167494387052629,0.138441528370272,0,1,1
"AC096564.1",21.1315454161426,0.197256904209234,0.44100093639283,0,1,1
"AC024560.2",56.9551509848414,-0.229556729134285,0.19775250009317,0,1,1
"LINC00942",8.14819314704515,0.0704622502950892,0.259351135124528,0,1,1
"AC005699.1",8.49339517136901,-0.462562208365572,0.323199244849274,0,1,1
"AC008438.1",91.9108306734441,-0.164485548244105,0.146444854568312,0,1,1
"CARMN",110.47371773034,-0.0632420652170169,0.25199309168517,0,1,1
"NOP14-AS1",1119.91638861025,-0.138319500524973,0.131429487961477,0,1,1
"AC106897.1",13.4990717172697,-0.698862659513877,0.283051308046085,0,1,1
"AC106795.2",219.609555858758,0.133130502757869,0.270206007920285,0,1,1
"AC079921.2",7.51317852215818,-0.368205607489993,0.285140012374227,0,1,1
"AC026369.1",131.523848469358,0.371583374901189,0.318075600499692,0,1,1
"SRD5A3-AS1",30.4158554328202,-0.124481305936676,0.137948388069308,0,1,1
"ZNF564",15.9274933460357,-0.307714469615941,0.136768357541513,0,1,1
"FER1L5",22.4638706076682,-0.201557344755656,0.281163558707334,0,1,1
"PARM1-AS1",7.14700024419831,-0.966717358792201,0.423715248023958,0,1,1
"AC112206.3",500.203185366351,1.17929736824861,0.348779362568541,0.514071035993076,0.607202326728422,1
"AC008691.1",5.94794021457571,0.38415040083893,0.281741887032728,0,1,1
"OSMR-AS1",42.1955254919051,0.490436716380013,0.241336070635389,0,1,1
"AC093890.1",28.1698228790597,-0.228768739408022,0.243509399298059,0,1,1
"ECSCR",49.9219804254658,0.0163915142851953,0.295187709966899,0,1,1
"AC083829.1",7.53538555456019,0.528293333326818,0.217463203775496,0,1,1
"EAF1-AS1",7.89554042741555,0.129141932734676,0.206127051203538,0,1,1
"AC092490.1",3.8912957927999,-0.4671644107188,0.363153543451924,0,1,1
"AC139720.1",7.88920352588722,0.082986545303233,0.310600793226647,0,1,1
"THBS4-AS1",54.298146687265,-0.190731686875527,0.231300878719462,0,1,1
"LINC02021",96.2495035834509,0.0713026860773321,0.158825371690654,0,1,1
"EEF1A1P19",176.414786042852,0.286673025699079,0.202823151803587,0,1,1
"AC116337.3",15.3344652623941,0.355152348574385,0.350137733972524,0,1,1
"AC027338.2",9.9920468575056,-0.0525533650495733,0.330910920125895,0,1,1
"PVT1",677.790767557954,0.0658319088409338,0.253172928409411,0,1,1
"AC021106.1",28.1336893437914,-0.684469972783984,0.296038168868701,0,1,1
"OR7E83P",86.4344670323479,-1.56809146631739,0.401964547820104,-1.41328748865592,0.157571211179877,1
"AC008696.2",5.75016914775295,0.607493087277673,0.392179155604035,0,1,1
"RNF103-CHMP3",7.10392039533604,-0.0690120135103672,0.216681915808925,0,1,1
"AC024581.1",9.63895831453989,-1.43408579755409,0.494242882980017,-0.878284366861861,0.379789417451066,1
"LINC02495",5.79751841030481,0.614123445727374,0.353597990544338,0,1,1
"MCPH1-AS1",176.245274468307,-0.0429539052070496,0.132364609163022,0,1,1
"PDCD6",192.737041113781,-0.0674099549689162,0.144810657793874,0,1,1
"AC119150.1",17.3437772020935,-0.886759369056189,0.48359103283195,0,1,1
"AC007663.2",4.90665663648538,-0.220074325184979,0.367158045437588,0,1,1
"RAC1P2",62.7348685586191,0.167010655806533,0.125633845622456,0,1,1
"LINC02223",14.7908558101167,1.66478547701344,0.37936339449308,1.75237117408692,0.0797100047613361,1
"XBP1P1",6.2657384498786,0.116084607179581,0.219631954052341,0,1,1
"GBA3",13.1183539378264,-1.41631320422087,0.393822271358797,-1.05710934728113,0.29046168572443,1
"TERB1",5.237711002138,0.797529656506878,0.289920219895455,0,1,1
"TRGV7",17.3836528477736,-0.453702759864749,0.255510311795494,0,1,1
"TMEM158",66.0559392126319,-0.680508841570043,0.367474648643672,0,1,1
"BFSP2-AS1",16.7145355303448,0.394850620481468,0.29590751880512,0,1,1
"PPIC-AS1",4.74552513840621,0.0762269340963189,0.332103331985837,0,1,1
"AC079848.1",118.657679897053,-0.137437919724672,0.111599263908704,0,1,1
"AC069360.1",7.6770366350173,0.689968979652751,0.368191764363691,0,1,1
"LINC01018",134.783206832438,0.2388285973069,0.316591196411557,0,1,1
"YJEFN3",265.488223203893,0.586395251177782,0.149584366760395,0,1,1
"AP000866.2",13.7275741751453,0.00203982121608141,0.13848202091259,0,1,1
"AC104806.2",15.2935229065597,0.480057799032955,0.207923426090516,0,1,1
"AC025176.1",22.9281770238757,0.0397240744888231,0.271595217725947,0,1,1
"DNAH10OS",51.5512730606451,-0.108958351283662,0.143826684860399,0,1,1
"AC106795.3",6.90247128794233,-0.469750028303335,0.457697401386999,0,1,1
"CACNA1G-AS1",13.9164806819841,-1.24408059776523,0.322657594304392,-0.756469403087942,0.449367810365842,1
"RHOQ-AS1",5.70053354520013,-0.100747326009536,0.33021490076133,0,1,1
"PCDHA10",21.0438405696517,-0.662019364203932,0.488739316765694,0,1,1
"LINC02232",41.1242415620354,1.51615563046849,0.615181543030617,0.839029773106827,0.401452602380036,1
"AC078881.1",35.3556965865672,0.0699305795352368,0.196510757624487,0,1,1
"AC004803.1",142.46215680663,-0.161854369713703,0.0857354498284265,0,1,1
"AC139495.2",28.0912291110194,-0.315216417976365,0.327177734144888,0,1,1
"AC104619.3",13.8768198035616,0.237870948667442,0.181589426047752,0,1,1
"AC008957.1",80.6067780313198,-0.483675850711219,0.245397911269687,0,1,1
"AC106791.1",42.2879216593596,0.336723223493002,0.179841802019991,0,1,1
"AC053513.1",20.682116263727,0.337838847554006,0.520699125213981,0,1,1
"EEF1A1P13",247.534135678573,0.138559546673321,0.136236200854384,0,1,1
"LINC02199",7.40219938931903,1.49884236887143,0.530789433129414,0.939812169828566,0.347313915277033,1
"FZD10-AS1",25.7605197477558,-0.161447960908463,0.324076198548708,0,1,1
"AC053527.2",39.8612644297679,0.322863995641471,0.12075083729613,0,1,1
"AC008443.4",19.5617002077719,0.5024506020685,0.142391271574595,0,1,1
"AC008840.1",12.7877327539121,-0.12887517552626,0.231965420488387,0,1,1
"PKD1P6",182.193979738532,-0.252994140675865,0.285610273622972,0,1,1
"LINC01612",114.96795503433,1.4859049093998,0.754480802352194,0.644025544301358,0.519558869744743,1
"AC021491.2",6.38693597415284,0.0201000464167445,0.252642790843357,0,1,1
"RDH10-AS1",9.35545248633869,-0.651806076464662,0.2613172909148,0,1,1
"MRPS31P4",37.5044065855181,-0.084061476967456,0.244313762662142,0,1,1
"LINC02762",61.0178677164658,-0.104342158921664,0.17888697782429,0,1,1
"TRMT9B",973.566660682661,1.62053701179728,0.365351241861923,1.69846695644132,0.0894196641567494,1
"ZNF718",458.175713866945,-0.127208543830834,0.148539835841439,0,1,1
"SMIM20",1351.9032423692,-0.0592915306025497,0.0900610102605089,0,1,1
"AC003072.1",113.013020492817,0.297132755185398,0.167198018387942,0,1,1
"EDIL3-DT",27.1179596232249,-1.40087287523243,0.541911853955103,-0.73973815539685,0.459458891414826,1
"AC079140.2",18.2460615955733,1.4213483371943,0.325937298655481,1.29272819935737,0.196105081093098,1
"AC104596.1",53.5498267979458,-0.0884473678727553,0.159907428964716,0,1,1
"RPSAP70",12.6539209978225,0.240480530433587,0.231945671067452,0,1,1
"LINC00989",5.11303502703018,-0.0472947546967388,0.330478480995945,0,1,1
"AC008808.2",56.8893689918285,0.889340065746984,0.371534411160824,0,1,1
"AL139353.2",17.6435908837081,0.391975211961083,0.139724863929077,0,1,1
"TUNAR",4.27663889932008,-0.965515954096847,0.514009108982305,0,1,1
"AC114296.1",4.95438312398271,-0.386092389082686,0.697335422111406,0,1,1
"UNC93B4",10.3541374792793,-0.116057484745409,0.51058953419708,0,1,1
"LINC02502",5.20970370382954,-1.89769917357384,0.553371959692423,-1.6222346612445,0.104753112767337,1
"AP006623.1",60.4516017063545,0.0794278201594429,0.209061615978865,0,1,1
"KLHL2P1",4.93267534440491,-0.338197306098388,0.292929758543365,0,1,1
"AC022113.1",19.8988362939673,0.159256800766472,0.271913508544899,0,1,1
"AACSP1",1052.99169488519,-1.41237142907033,0.557493344574467,-0.739688523788737,0.459489013198679,1
"AC106798.1",98.463168549873,1.12251850496108,0.341599144481173,0.358661627057548,0.719848238093289,1
"HOXC-AS1",6.22763558941914,-1.98069356471109,0.647898882744021,-1.51365219300517,0.130114076072528,1
"LRRC37BP1",394.30845969653,-0.0330748432600671,0.0670725110640755,0,1,1
"GMPSP1",15.0532691491502,0.396414089756536,0.275622407231546,0,1,1
"WBP1LP2",13.8675251108941,0.973548695115936,0.165331995193167,0,1,1
"CHCHD10",2757.40727744383,1.23397301243187,0.260644355273212,0.897671511767884,0.369360701634403,1
"PPM1AP1",22.1341069205756,-0.772188570321601,0.439134869133059,0,1,1
"FAM218A",112.834021221528,-0.271194552046113,0.200241905709157,0,1,1
"LINC02145",17.4673306838354,0.350730480150487,0.250836555151541,0,1,1
"CDK3",10.9992997618513,-0.245121086796247,0.203898451209567,0,1,1
"LINC02701",16.7684979310121,-0.690714123740069,0.365864697801579,0,1,1
"GPR162",154.810574134553,-0.44230049535112,0.161392186350842,0,1,1
"AP002784.1",149.857767264723,-0.564997128241686,0.223219042568076,0,1,1
"KRT8P33",32.4937432774192,-0.0466007496307149,0.157131560035916,0,1,1
"AC079160.1",85.5116319653909,-1.88859034486604,0.586618511068456,-1.51476697052669,0.129831427730509,1
"LINC01303",13.2868317974152,0.880394577645691,0.425336343458203,0,1,1
"AC109454.3",62.4636136545284,-1.0648842189839,0.601891628582654,-0.107800500792295,0.914153945631588,1
