"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ZFAND2B",3695.37572615295,0.256725546184354,0.167952874492221,0,1,1
"GDPD5",536.115273593948,-0.208965567349227,0.201166107728963,0,1,1
"DYNC1I1",594.673696924216,0.789439277148793,0.281959123032856,0,1,1
"PFKFB1",29.5696007439488,0.632146359948127,0.172946113168857,0,1,1
"ALAS2",6.90220568842891,0.467565307582755,0.391119790890656,0,1,1
"TMED4",5640.45818660349,-0.226263510813441,0.0755356628596031,0,1,1
"PPP1R15B",3785.65590979358,-0.115122157953622,0.101347104259824,0,1,1
"COPG2",1737.85169919128,-0.172126702473309,0.14527171902985,0,1,1
"EMSY",977.603254478089,-0.108004994294309,0.104527737557596,0,1,1
"GPAT4",2424.44776575648,0.0928921245661863,0.0606546678188274,0,1,1
"PKD1L1",75.4675437344344,0.773610118757339,0.246554113788159,0,1,1
"ZSCAN12",424.478747150449,-0.186193379454066,0.155437525850541,0,1,1
"TAGLN2",28480.909117386,0.0592265998635827,0.14201208492553,0,1,1
"ELK4",3477.2550714364,0.28900893930747,0.0971324731160208,0,1,1
"SLAMF8",141.498565350585,0.0420191767506475,0.20905606107574,0,1,1
"SLC45A3",144.336385308213,-0.753273281377805,0.28833193809249,0,1,1
"DUSP23",2789.81669700759,-0.00529545296102847,0.20622107457911,0,1,1
"RNF166",1552.20573234364,0.0887731595058799,0.123107756198694,0,1,1
"NBL1",8146.88762348554,0.798782765729322,0.227166942252677,0,1,1
"HTR6",6.76606382248538,0.306127990492247,0.356367096897453,0,1,1
"ITLN2",12.927905874498,1.57074342491052,0.529456629706033,1.07797956034173,0.281042877820376,1
"F11R",4653.68597882635,-0.149310105349938,0.182983753251764,0,1,1
"USF1",5666.9043676511,0.236352780557472,0.15261710529341,0,1,1
"SPATA2L",568.441504638906,0.329787036982045,0.189083524339798,0,1,1
"NIT1",2170.24786698474,0.291042113328572,0.0830114654052954,0,1,1
"DEDD",1631.6573632033,0.205223049125229,0.0879141095966954,0,1,1
"ZNF276",1126.10136502256,0.290137029772849,0.0815359827676967,0,1,1
"NPM2",789.950892125844,-0.0641036571368992,0.223080319237058,0,1,1
"EDA",372.326663015828,0.340731107559306,0.366808755310491,0,1,1
"FGF17",812.600545231944,-0.0262586802759226,0.430202286874884,0,1,1
"CDA",75.3087884493277,0.0847665857316961,0.207058813016772,0,1,1
"PINK1",538.305656572728,-0.309618468626159,0.183702232428919,0,1,1
"B4GALT3",2045.11909208253,0.188545548124412,0.106757236588917,0,1,1
"DMTN",1513.08377688715,0.29018345973076,0.224586266340149,0,1,1
"ADAMTS4",224.241220300798,-0.504261823974392,0.243272092992674,0,1,1
"FAM160B2",4366.90936209124,0.428038153739433,0.0995719618189256,0,1,1
"NDUFS2",5359.318031492,0.240599531542892,0.132443575093402,0,1,1
"SLC5A11",13.3682434582076,0.818226332782783,0.265885894995091,0,1,1
"FCER1G",1466.51390071829,-0.0102282750307586,0.176060311341926,0,1,1
"TOMM40L",506.437010216757,-0.0680893092469464,0.122975719700406,0,1,1
"MPZ",165.580556424069,-0.0531294192160549,0.153312022888304,0,1,1
"CCAR2",7229.19610689651,-0.0112343627360568,0.0895857937348939,0,1,1
"WNT9B",11.7438369273408,0.793900508942052,0.261518689424247,0,1,1
"CACHD1",1244.00710986363,-1.00316239210078,0.301471417656875,-0.0104898571326039,0.9916304584425,1
"CDC42SE2",3702.97264919774,0.053479552591562,0.0983436074056882,0,1,1
"RAPGEF6",724.018588158814,0.132587506814369,0.0928009246702008,0,1,1
"EPB41",3441.54606395333,-0.142854516781265,0.229595809867353,0,1,1
"MIS18A",1109.03699611411,-0.1428600047908,0.120414397668764,0,1,1
"ALG8",1266.99475885292,-0.147036668436422,0.0549434846352143,0,1,1
"FBXW5",13765.7104044018,0.169233134711461,0.156751848952133,0,1,1
"CFAP298",510.893066065599,0.133002781825996,0.132354281306476,0,1,1
"SYNJ1",712.715680686689,-0.0791393434381176,0.156547273630314,0,1,1
"PAXBP1",1717.07781579379,-0.0182842356129629,0.110966024750379,0,1,1
"IFNAR2",112.598580555469,0.0438253187682138,0.181849780598541,0,1,1
"MRPL10",2972.11590399713,-0.126917585269464,0.0672353388063562,0,1,1
"IFNGR2",2810.29849404516,-0.50422797230429,0.139546875368372,0,1,1
"GART",3078.99921804802,-0.0621055255886552,0.101421367031507,0,1,1
"SON",10925.2161663673,-0.178707000661543,0.0889673444028314,0,1,1
"DONSON",749.843811845746,0.0516516152654445,0.119846921094127,0,1,1
"SV2A",553.104993481581,0.0034716420150002,0.231082755171005,0,1,1
"LAD1",1273.98570985331,-0.792448572307713,0.297066077335401,0,1,1
"STC1",355.012189275951,0.327997905801264,0.302626567310388,0,1,1
"TNNI1",162.510003209903,0.155881282636239,0.248283275030887,0,1,1
"CSRP1",6309.61465152242,0.952811834093462,0.246492668002784,0,1,1
"PRAC1",0.395534050822607,-0.604210700111905,2.21415295310932,0,1,1
"C1QC",7621.82916555526,0.124540189575894,0.197513417947927,0,1,1
"ATP5MC1",5539.85703519428,0.0482673823057736,0.200273971787406,0,1,1
"RCAN1",3933.71567162904,-0.0986955676868284,0.20422419115864,0,1,1
"UBE2Z",6194.46700316847,-0.325355311391131,0.0968788469143239,0,1,1
"CIART",533.269438865901,0.940906244542058,0.301726146951562,0,1,1
"SNF8",2310.26387767473,0.0986548783443009,0.15388509072545,0,1,1
"CLIC6",2906.9841015853,-0.600521799600281,0.28772523671385,0,1,1
"CCDC24",440.539975008016,-0.228957367540757,0.184232377229124,0,1,1
"RUNX1",6734.42311612959,-0.146422340738689,0.0877949562836204,0,1,1
"CBR1",1767.70317047612,-0.172183979088957,0.14302211323397,0,1,1
"CBR3",41.3310799527471,-0.573840801542595,0.26957942055019,0,1,1
"AC005041.1",4.44381686224569,-0.0109912728837876,0.282951726244612,0,1,1
"TUBBP5",371.492543996699,-0.146557625335893,0.290833502082661,0,1,1
"ACTC1",8.80479637007788,-2.02554044242399,0.522739516254463,-1.9618575036611,0.0497790766199529,1
"MORC3",1498.54218952043,-0.428578259397487,0.146929693850429,0,1,1
"CHAF1B",887.008248127957,-0.158517711712705,0.169813050441457,0,1,1
"SIM2",2.1473289213827,-1.9391252644071,0.744315273257513,-1.26173047651837,0.207045786498333,1
"HLCS",889.196713369459,-0.102822865054684,0.124691657125435,0,1,1
"SCUBE1",696.407917115264,-1.53495664835621,0.499084960209255,-1.0718749131048,0.283776219529418,1
"ARHGAP27",2850.69593344668,-0.0750639972708823,0.0851536766483686,0,1,1
"ADPGK",2715.48653764363,-0.0442990520732688,0.0685865862575651,0,1,1
"PTMS",13606.7969326908,-0.287374009625883,0.234835995425347,0,1,1
"PLA2G4D",67.6536014491426,0.612456692045558,0.343061506595753,0,1,1
"PADI4",204.714462127071,0.267689897844984,0.353429147711961,0,1,1
"ADIPOR1",4712.36020741682,0.146416948370606,0.122270233105978,0,1,1
"CYB5R1",4888.16866918145,0.0317152427572351,0.222824320107657,0,1,1
"PSMD4",12238.2403297014,0.17051589577834,0.140464404084629,0,1,1
"ATP13A2",2167.53751533074,0.165921113478338,0.101696612710516,0,1,1
"M1AP",362.553012554929,0.185563332010701,0.25072893521094,0,1,1
"PSMB4",17365.3569565563,0.27757427924616,0.13183795694075,0,1,1
"IRX6",855.102329870295,0.487225596614348,0.357349637426693,0,1,1
"BTG2",19474.6437946639,0.438169072522193,0.159410025228319,0,1,1
"HK2",844.053205404766,-0.449968001719191,0.167900770461785,0,1,1
"C1R",11691.0777946034,-0.534948886572735,0.231429487987399,0,1,1
"CELF3",8.15791665516034,-0.461171289714789,0.21231346379664,0,1,1
"STARD9",1827.92248705125,0.625996086077118,0.209232498551569,0,1,1
"THEM4",1081.14806904588,0.385975963249943,0.123508129664481,0,1,1
"TCHH",18.6183197217906,-0.111133279595497,0.231847517385122,0,1,1
"UBR1",1695.07854635067,-0.318283511824776,0.140806573964663,0,1,1
"AMFR",3639.14670141355,-0.129819380082388,0.0897615331618384,0,1,1
"MED8",1213.36860923043,0.158775557995578,0.113426849089946,0,1,1
"RGL4",280.874551370656,0.423913131589219,0.237231322378465,0,1,1
"RSPRY1",1760.88451016953,0.121630355624854,0.0965199838718259,0,1,1
"CCDC17",162.046801660528,0.156277196041711,0.144722685441177,0,1,1
"GPBP1L1",5775.42084260898,-0.0862475600796327,0.0610282455301736,0,1,1
"NAE1",2382.76454583728,0.0276175509696049,0.075163889064929,0,1,1
"TMEM69",1397.63392656826,-0.0719950686434107,0.0685000326421916,0,1,1
"ADGRG5",307.407685625112,-0.539183040644258,0.224619630040042,0,1,1
"DRC7",22.8695060064016,-0.245917054849735,0.29228838065285,0,1,1
"ACE",267.632172515989,-0.291614675465999,0.214631808563788,0,1,1
"TEPP",103.813903161328,-1.07030495353788,0.352181626608526,-0.19962697717911,0.841772327695297,1
"UROC1",33.226169312039,0.299303157667881,0.278241649329866,0,1,1
"EFCAB14",5317.06949224772,-0.128424772783625,0.101844858382669,0,1,1
"SPON2",688.92749355713,-0.430684186798721,0.181207222676199,0,1,1
"CHCHD6",915.683144992824,-0.13437553752705,0.17876283173818,0,1,1
"CTBP1",7378.0912439396,0.0626451661816888,0.103140225971479,0,1,1
"LRRC36",19.6341896307649,0.052900682768522,0.229592055339392,0,1,1
"TPPP3",265.433753777876,-1.03598735790979,0.290257023025192,-0.12398445189961,0.901327585656106,1
"ZDHHC1",563.908957957102,-0.568190009486568,0.242124993450449,0,1,1
"ATP6V0D1",6699.60286212014,-0.0174813926951195,0.124784801412702,0,1,1
"AGRP",7.69716204720865,0.70757803215401,0.261203191835384,0,1,1
"ZFYVE28",990.904591019009,0.69658433896802,0.185534351053482,0,1,1
"CARMIL2",4630.80514682758,0.216199286867539,0.273429830202817,0,1,1
"C16orf86",318.974199964338,-0.0447640720056343,0.218648809255542,0,1,1
"PIP",4.11352105753464,0.392970114268232,0.71726670635527,0,1,1
"FAM131B",487.078166136043,-0.820327568681604,0.277801421852053,0,1,1
"RGS12",7678.45628646132,-0.146154697462971,0.185584586081381,0,1,1
"PSKH1",1638.77844414731,-0.0428472340087204,0.0994353310519215,0,1,1
"ZYX",13805.7958038446,0.298722316187309,0.129933360516174,0,1,1
"ABR",4391.23937142571,0.0761844060251502,0.132592043244079,0,1,1
"TCAF2P1",7.53464710329494,1.39219483841286,0.329763404600358,1.18932189849315,0.234313021281135,1
"LYPD5",126.617746375568,0.299590797134547,0.273090469212559,0,1,1
"CCDC117",1720.75480936842,-0.123185623805574,0.0845616670276189,0,1,1
"ZNF230",400.345572344984,0.0541614426624396,0.0921797641667623,0,1,1
"CCDC107",227.867310281803,0.151549049975996,0.159733684346972,0,1,1
"ZNF222",221.455011512867,0.097923442543818,0.0754207960940031,0,1,1
"NPR2",468.325649960863,-0.118089368023491,0.228643300505615,0,1,1
"ZNF221",36.0245827524009,-0.440455122934877,0.228526851111728,0,1,1
"ZNF233",190.436653628042,0.0624591313402661,0.133669791802755,0,1,1
"ZNF235",256.933185884226,0.0417567458508673,0.114464096008037,0,1,1
"GNE",726.830412616445,-0.168263283419725,0.123059970009209,0,1,1
"TNFRSF13C",261.332018157085,-0.230917793646411,0.25930052982833,0,1,1
"ARHGAP35",3873.54091479333,-0.132465549887391,0.113954044352563,0,1,1
"PTGIR",166.07042782962,-0.696401290176959,0.336048439269925,0,1,1
"CALM3",17094.9564915212,-0.135430830250775,0.121710878018474,0,1,1
"DFFA",2708.97917171067,-0.0410322423256107,0.06205267516428,0,1,1
"CCDC28B",1310.83175270668,-0.408475357656228,0.218619853970594,0,1,1
"IQCC",349.293601663037,0.109607345644907,0.129007254446866,0,1,1
"TMEM234",473.984808119081,-0.0566701283906564,0.150568558222812,0,1,1
"BSDC1",3771.8638426902,-0.109535255994474,0.072368461529758,0,1,1
"ZBTB8A",282.592314432905,-0.273743652793501,0.159733392748284,0,1,1
"ATAD3B",1849.29634408832,-0.042780121742474,0.138662627610874,0,1,1
"SSU72",8006.32381062028,0.159483228686323,0.11251974275862,0,1,1
"UBE2J2",3580.97983959969,0.036986222284764,0.120084019907815,0,1,1
"ZNF362",3231.14814166705,-0.0288222063897791,0.0770718478677948,0,1,1
"FNDC5",360.217827467082,0.106374230850161,0.291403350535142,0,1,1
"CPAMD8",1661.49178828806,-1.30379846063474,0.366749771335756,-0.828353510700928,0.407470326486383,1
"NR2F6",1880.30574457185,-0.180114425072238,0.188296008238372,0,1,1
"ANKLE1",131.830471782449,0.0471451672836693,0.175503122048464,0,1,1
"CCDC58",785.926734992364,0.096270273762725,0.110780963287107,0,1,1
"VMA21",3153.85529990317,0.247324725644436,0.0827551043645957,0,1,1
"KALRN",218.832643060302,-0.44798932276963,0.29293797915261,0,1,1
"CILP2",79.0006800617863,-1.48614996374798,0.304725965270435,-1.59536770460809,0.110630033523443,1
"FAM86C2P",316.044893979517,0.0340175793853987,0.10472247278264,0,1,1
"ABCG1",2896.6091924635,-0.0977233697217775,0.134327078040893,0,1,1
"TFF3",827.9218671891,0.658447621735702,0.412246616254136,0,1,1
"TMPRSS3",36.5803912108447,-0.645103952907412,0.231425946900995,0,1,1
"UBASH3A",1686.27117764608,0.0231746276970835,0.269549334721656,0,1,1
"RSPH1",84.4266652001234,-0.261168057790825,0.213329708009031,0,1,1
"SLC37A1",740.844371671462,-0.216739733319625,0.140955474673611,0,1,1
"PDE9A",1623.34077066528,0.191434940829194,0.199639223256274,0,1,1
"WDR4",719.42413088099,-0.0981385977118276,0.138844967288406,0,1,1
"NDUFV3",2832.79951754923,0.129992454609154,0.118620139240331,0,1,1
"PKNOX1",1399.94009822697,-0.0167334630398011,0.0536498441141898,0,1,1
"CBS",125.710695588531,-0.286172447453235,0.336718349201756,0,1,1
"U2AF1",59.149786864172,-0.539172920386389,0.249177037186716,0,1,1
"HSF2BP",45.0641517396796,-0.624202965812229,0.197006343528701,0,1,1
"RRP1B",3029.7328335807,-0.0434269790393895,0.0596820889797854,0,1,1
"PDXK",18275.0889726055,-0.18899330881332,0.20379586544444,0,1,1
"G6PD",4256.29123177961,0.159849950188323,0.127606944474234,0,1,1
"CSTB",13233.4686718416,0.0656363089199513,0.142489065681308,0,1,1
"RRP1",3138.31935431905,0.035862134553204,0.165517598980321,0,1,1
"AGPAT3",5417.13693606198,-0.178204593049381,0.120875715899536,0,1,1
"TRAPPC10",894.554499309651,-0.192983508743021,0.194820284594882,0,1,1
"GAB3",644.328950869324,0.0167188812788133,0.146784932678091,0,1,1
"GATD3A",180.389441033479,-0.335627605566755,0.415603602444615,0,1,1
"ICOSLG",59.7585547213768,-0.030021716151235,0.323668151923796,0,1,1
"AIRE",73.238062168652,-1.89805819343177,0.446964158070124,-2.00923983996693,0.0445117045100384,1
"CFAP410",467.345628033293,0.119833611183433,0.121366816252525,0,1,1
"ZNF66",65.9982580804851,-0.137580940452459,0.174906449936082,0,1,1
"LRRC3",194.214543328561,-0.0558604634797446,0.129641994879843,0,1,1
"ITGB2",10949.2139144311,0.049929011595943,0.159187060154947,0,1,1
"FAM207A",1286.8214598793,-0.0151767245837102,0.232665352321676,0,1,1
"RALGDS",618.095362656398,0.287267778606236,0.131314118447269,0,1,1
"FTCD",52.4156827216712,-0.580416165464054,0.298543007052649,0,1,1
"SPATC1L",595.178220861459,-0.0519129793172871,0.22360448328107,0,1,1
"LSS",2498.74943168959,-0.147466803603511,0.109873787043536,0,1,1
"VAV2",3001.94952919564,-0.0232906993773705,0.186785358075686,0,1,1
"MCM3AP",1679.85867299676,-0.333728933715665,0.197167466654258,0,1,1
"C21orf58",1532.61911047842,-0.078991967533553,0.20214350477617,0,1,1
"PCNT",3338.48823847184,-0.0240640400802231,0.0857019304036257,0,1,1
"DIP2A",1798.45412213791,0.205184723309363,0.112051312522976,0,1,1
"S100B",500.389953376543,0.497610639414253,0.27048811295274,0,1,1
"PRMT2",5340.98140278948,-0.086240177866994,0.0722246333534908,0,1,1
"CLDND2",108.032802642861,0.422598216211675,0.230436838742696,0,1,1
"ZNF208",157.547692887541,-1.33167712284276,0.4085046823796,-0.811929794563664,0.416831916964905,1
"ADAMTS13",647.238734235537,0.66082018653174,0.137387443816654,0,1,1
"CACFD1",1779.83087195501,0.495113127866405,0.170716767160807,0,1,1
"SLC2A6",340.665695895024,0.0914168906442966,0.25212937589654,0,1,1
"ZNF761",679.395069739322,0.0616197790440653,0.115564272333831,0,1,1
"FCN2",582.227239431039,-1.74531501091335,0.618603017313155,-1.20483571863351,0.228266728014174,1
"C9orf116",61.8839692134822,-0.190296898516266,0.201010608190158,0,1,1
"LCN1",2.76242007181253,-1.14634889090934,0.687147857155522,-0.212980204166179,0.83134240324164,1
"ZNF714",458.595959819179,-0.341308810871693,0.187449819573757,0,1,1
"GPSM1",1216.25309838752,-0.106242343774382,0.121835826463521,0,1,1
"C19orf47",1097.79367897194,0.0353584643619331,0.095282355917168,0,1,1
"HIPK4",5.76837659830878,-0.118256282366619,0.198202426238119,0,1,1
"CFAP157",66.4621623365471,-0.0619758492107702,0.199105650684221,0,1,1
"TOR2A",1252.12185025131,0.244005443754048,0.120915324362886,0,1,1
"ST6GALNAC6",14.7350223956608,0.0988066501982202,0.149431714776821,0,1,1
"SHKBP1",4612.51836181311,0.0500120205734131,0.130787794131841,0,1,1
"RDH13",469.815748413751,0.343078876764311,0.127196954725017,0,1,1
"ZER1",5038.42980172769,0.174087788838488,0.0823230385940362,0,1,1
"ZDHHC12",1924.03904814926,0.185178387426147,0.183509117907915,0,1,1
"PKN3",678.496980015726,-0.00692802112652021,0.145868824869478,0,1,1
"SPTBN4",196.646274405659,0.839087677215545,0.228138062905311,0,1,1
"BRSK1",329.746992490301,-0.284191335062048,0.197727951115999,0,1,1
"COX6B2",553.968918853451,-0.757020219196172,0.338253076053744,0,1,1
"TMEM190",5.43359598426729,0.154837467968894,0.279126906341959,0,1,1
"PLPP7",58.110659308943,-0.181285199285503,0.26835290210417,0,1,1
"TAOK1",3069.45298496686,-0.373105745072687,0.156677927707846,0,1,1
"MED27",2090.48142283822,0.523482117071098,0.165701058013458,0,1,1
"DEDD2",2456.71885028278,0.0551527921190191,0.104414659834771,0,1,1
"SIK3",2290.01940160897,-0.0272980076229822,0.0702555550717494,0,1,1
"MPZL3",464.268210344911,-0.197064365796672,0.157070128309341,0,1,1
"JAML",1666.52004718139,0.601753918608133,0.221685761104469,0,1,1
"NEK8",540.857963964261,-0.398580612919989,0.168711481488784,0,1,1
"TLCD1",314.880505579282,-0.423943748948326,0.285026964014242,0,1,1
"PCSK7",826.394744326608,-0.0667238871219472,0.161890365728175,0,1,1
"SAFB",10222.8005765918,0.0552208758204561,0.0752830516667885,0,1,1
"CD3G",5356.26130471242,-0.0614769339822184,0.31498106156623,0,1,1
"S100A1",42.3793509267181,-0.0664788762356536,0.247386123018072,0,1,1
"CHTOP",6683.90420830622,-0.0290189900505687,0.0628661654211428,0,1,1
"CXCR5",8.51685644887981,-1.04380443827313,0.481767010228346,-0.090924528544134,0.927552559957702,1
"ZBTB7B",1802.19122125057,0.226515400861463,0.225878951261128,0,1,1
"FLAD1",2372.76042191777,0.409158917086662,0.168907815131113,0,1,1
"SHC1",3744.32517662367,-0.192556111643811,0.200023248830435,0,1,1
"VPS11",3607.34738963981,-0.00843901608891713,0.0556852153721717,0,1,1
"NLRX1",1284.71036963048,-0.096054027480706,0.0837391644093309,0,1,1
"ADAR",17987.5614910012,0.0822593228582998,0.105143965632568,0,1,1
"IL6R",2463.78142565231,1.08291585300572,0.264916464445,0.312988674295605,0.75428926678292,1
"UBE2Q1",4625.94923479873,0.135686540159406,0.0846569943069613,0,1,1
"CHRNB2",11.0377624327095,0.0461467415196794,0.341324487363638,0,1,1
"CRTC2",3566.16396097027,0.165921651584735,0.0700383940959032,0,1,1
"ANO10",935.469995698578,-0.360516733020374,0.113460696645,0,1,1
"FDPS",1849.29630710831,-0.127036379688892,0.120671344567562,0,1,1
"RUSC1",1895.5913944699,0.183640647434132,0.156279087007729,0,1,1
"GBAP1",245.250021991174,0.312444258783755,0.126338309964084,0,1,1
"FAM189B",1423.99405698497,0.00915144388733304,0.156288646904688,0,1,1
"PAQR6",342.396902599799,0.306513808558156,0.227240136717318,0,1,1
"PMF1",1435.02557831651,0.434367955807298,0.193123210022676,0,1,1
"SLC25A44",1831.79235585187,0.222651708874988,0.0988357911209897,0,1,1
"LMNA",15186.5284937126,0.0731991660540008,0.171813419233502,0,1,1
"CCR5",496.188697181145,-0.85062179840206,0.331859103711893,0,1,1
"NBEAL2",2817.78576920231,-0.0774444865776995,0.150611250658877,0,1,1
"CCDC12",4155.43185097732,0.0755259486206343,0.168145639909667,0,1,1
"PTH1R",94.8244862667438,-0.670292328479195,0.349503839118627,0,1,1
"UBQLN4",1530.66857485436,0.201360224803343,0.151440086527986,0,1,1
"MYL3",47.4988667450929,-0.287620804394001,0.214113148461537,0,1,1
"PPP1R35",1033.24589142234,0.363680428496645,0.164911635151949,0,1,1
"GPATCH4",1822.90901703977,-0.030100491223184,0.127553881882759,0,1,1
"LRRC71",13.0733767647266,1.47777719381113,0.34041739149337,1.40350406809469,0.160466579731651,1
"FCRL3",278.938125031871,-0.742191521675802,0.344470729476492,0,1,1
"FGFR4",61.5429646806203,0.0946677570514342,0.196256167184554,0,1,1
"CYP3A4",259.08896761942,0.635482125906428,0.516794352234503,0,1,1
"CYP3A7",2.75406373261772,-0.797464328752615,0.534649067896887,0,1,1
"NACC1",2952.86502512191,0.0308336535249922,0.0750967357121631,0,1,1
"HK3",180.582739817391,0.335607363407534,0.219975023868797,0,1,1
"LY6K",440.271996427138,-0.606837563246633,0.325289236225022,0,1,1
"IER2",4753.7510920859,-0.291892896145344,0.209882926744346,0,1,1
"ZNF394",1777.3441383521,0.227407826044209,0.0876465498030837,0,1,1
"CPSF4",2060.55444112504,0.140702884317399,0.107530686945609,0,1,1
"LY6E",15664.0853819751,0.275676973292336,0.233181732456366,0,1,1
"VPS28",10709.9940589327,0.0871935264477334,0.158822735008139,0,1,1
"TONSL",1311.27085715701,-0.124826999947148,0.145347721803681,0,1,1
"PTGER1",19.0922845943863,-1.31659576745327,0.450965797853408,-0.702039420639581,0.482654579779212,1
"PWWP3A",1504.06285519112,0.0959205219797574,0.0954013841118223,0,1,1
"RECQL4",2135.36067511447,0.184749221350427,0.223345930155218,0,1,1
"LRRC14",1235.39006908197,0.111543483654089,0.0881383934660737,0,1,1
"ZNF333",655.424781446301,-0.00140481586606854,0.100497297838745,0,1,1
"COL26A1",1148.02570348935,-0.728297213024332,0.40027137026019,0,1,1
"PPP1R16A",1194.00629859573,0.224177199378819,0.192585029183941,0,1,1
"ORAI2",3457.88164796511,-0.155623357029169,0.115570936953037,0,1,1
"ALKBH4",1114.48869966179,0.257206713720905,0.0927783196336708,0,1,1
"SH2B2",191.996433382457,0.259117149109267,0.198806563209702,0,1,1
"MRNIP",735.283891763998,0.315249119664793,0.152302141814089,0,1,1
"SQSTM1",10677.4707188372,-0.0196758261799741,0.179638675015846,0,1,1
"MGAT4B",3627.4220774458,0.0391122787118729,0.119612662257709,0,1,1
"RPL8",124989.302619383,0.148629690120505,0.169427300297698,0,1,1
"MAML1",3065.70174608653,-0.181620600906732,0.109571396020668,0,1,1
"PGLYRP2",11.8541164754937,-0.0690712362525434,0.306411389622896,0,1,1
"LRWD1",1738.9539761345,0.356699421584167,0.123980095208304,0,1,1
"FBXL13",50.764786749428,0.335897409597281,0.170841835896771,0,1,1
"NAPEPLD",974.083162271433,0.0958453320759817,0.0832910081581595,0,1,1
"SCGB3A1",354.870405850555,-0.749215975720843,0.413712300159636,0,1,1
"PSMC2",5187.12883494174,0.280176825711918,0.0770336571766518,0,1,1
"CELF5",138.525499106382,-0.0484677915152495,0.341749117875321,0,1,1
"MFSD12",4186.18277801796,0.485352971317044,0.170841425967928,0,1,1
"AC007663.1",16.5330429892007,0.134710893642525,0.165231186607114,0,1,1
"USP41",12.9226864881564,-0.251250262038178,0.340938076516206,0,1,1
"TUBA3FP",6.24394755258032,-0.410982299508831,0.330396078562288,0,1,1
"YDJC",1677.17685903614,0.204972599825018,0.145639424898514,0,1,1
"CCDC116",21.8767228188627,0.218661055226179,0.14986139313003,0,1,1
"DVL3",4307.04734252761,-0.296636822690636,0.11168639616577,0,1,1
"AP2M1",21352.7077035821,-0.0262406976586369,0.0868562820552451,0,1,1
"ABCF3",2798.01341871449,-0.0112510501502431,0.0615901709461855,0,1,1
"PCYT1A",2484.7509866857,-0.0019646171176003,0.0692601790483789,0,1,1
"FBXO27",382.317028218212,0.243377260057899,0.220212390923229,0,1,1
"DMKN",1100.51565456297,1.48690104448141,0.377017519125926,1.29145469316714,0.196546055877264,1
"U2AF1L4",231.527729653312,0.485749979923686,0.151376526627066,0,1,1
"BDH1",1527.73477855854,0.260341495539757,0.182290100557758,0,1,1
"NPHS1",193.026358065767,-0.649590072604775,0.330143437849392,0,1,1
"THAP8",619.562682282827,0.28609252360453,0.117136023506122,0,1,1
"COX7A1",4210.25264040996,0.90850548469723,0.323074580555508,0,1,1
"ZNF382",345.13647826132,0.174853624023712,0.140997023049507,0,1,1
"LRRC56",688.748417436454,-1.1488838225498,0.303180809096559,-0.49107271332067,0.623375019956686,1
"PLXDC1",3950.44215902981,0.144183240662851,0.222954727382238,0,1,1
"PGAP3",1634.39390877779,-0.242088460948823,0.117654796831556,0,1,1
"IKZF3",4486.97069355461,-0.0128530017914812,0.21896328413152,0,1,1
"GRIN2C",67.619141439081,-0.696363299938761,0.265518212949747,0,1,1
"FDXR",2336.00433657883,-0.0614967709008789,0.178900661368422,0,1,1
"SAP30BP",4569.52676593038,-0.0472250727366102,0.0956218299501761,0,1,1
"ACOX1",2793.25625542272,-0.257898808297906,0.0846843061111814,0,1,1
"PRPSAP1",2111.40396273575,-0.386001734834623,0.0868753657896037,0,1,1
"CYGB",683.989124961089,-0.878358076035262,0.260831361300188,0,1,1
"SRSF2",8050.27282750661,-0.112621319965642,0.0917970863523329,0,1,1
"ZNF577",608.596391778147,0.0999774638278476,0.125904162478395,0,1,1
"TMEM143",722.055119663221,0.225964917701381,0.116393228165946,0,1,1
"KASH5",14.078273987863,-0.364283463082968,0.346703213003709,0,1,1
"ALDH16A1",2759.32720033014,0.122698628932876,0.150033618844996,0,1,1
"ITGA5",1695.77301737699,-0.154773247447355,0.112174184302149,0,1,1
"SIGLEC11",17.2767044146032,0.256841160158622,0.298887932270127,0,1,1
"ZNF385A",2898.86112480778,-0.0610487597328011,0.158457230986102,0,1,1
"SIGLEC16",49.973797186777,0.541608669521493,0.187077011129922,0,1,1
"MPP3",94.9034017323435,-0.648669642768406,0.275899617128716,0,1,1
"CD300LG",221.354401040895,0.126231028894821,0.342245472506147,0,1,1
"NAGS",60.734083736062,-0.161392529292911,0.159473582357668,0,1,1
"LSM12",340.201141607855,-0.147476594665114,0.07696886538992,0,1,1
"ASB16",79.0822964275975,-0.19044206200161,0.130976522051122,0,1,1
"EMC10",6840.30954169263,-0.234856425429308,0.115625545584535,0,1,1
"JOSD2",1494.06649272949,0.459228761536646,0.225431185586545,0,1,1
"SHANK1",85.3303725235722,0.0245791262968533,0.269311046957018,0,1,1
"FAM171A2",320.076400332662,-1.58320192868159,0.307147282353632,-1.89876962027006,0.0575947732050621,1
"DBF4B",803.117733038305,-0.127143641071036,0.0942568356460384,0,1,1
"PLCD3",663.544726915883,0.0764176711525616,0.195229278755964,0,1,1
"FMNL3",2511.28417074601,-0.12423506156232,0.108592422455495,0,1,1
"AQP5",3535.90005932901,-1.01731771756097,0.571747585144548,-0.030289096116755,0.9758364926227,1
"RACGAP1",2206.51462226574,-0.244774742001936,0.179674792152645,0,1,1
"LARP4",1788.86500115127,-0.105598048231966,0.0819553126742964,0,1,1
